0.4268398,1.______#######455263
-0.05003588,-1.152745
-0.2432093,-0.1521501
-1.912753,0.1073209
-0.706553,-3.214142
0.8414274,-1.615065
0.6719239,0.2774378
0.1411034,-2.550039
-1.399073,-1.46927
-0.09918609,-0.299643
0.2538683,-0.7751508
0.1438228,0.7719849
-0.07131543,-0.5344655
-1.41568,0.137293
0.1954182,-0.544478
-0.4232856,-0.3057951
0.7704912,1.377093
2.045299,0.3393328
-0.6912209,2.668526
1.450109,1.700731
-0.1589493,-0.6453321
0.7755455,1.371682
-0.4898692,0.5687472
-1.456997,-0.6116113
-0.1548985,0.3290806
0.8954648,-0.2377753
-0.8243837,1.405135
0.09642173,-1.998456
0.652238,0.7167501
-0.5685023,-0.5619594
-0.7495223,-0.04816525
-0.1009582,-1.17776
-0.423029,0.1329242
-0.5270028,0.7465359
1.825663,0.009223205
0.02786473,0.4181463
-0.4512833,1.122221
0.63865,0.21448
-0.1475466,0.2975398
-0.2375288,1.419309
0.3744949,-0.5197328
0.1516392,1.732537
-0.5661778,-0.05116398
-0.06722105,0.05353138
0.2024936,0.7030176
0.8989104,-0.7895424
0.659966,-1.751587
-0.03969733,0.8561498
0.1301428,-1.397284
-1.664337,-1.644736
0.8170675,-0.622863
-1.667311,0.6520793
-1.338899,-2.616441
0.702909,1.43305
0.7704275,2.294063
2.449584,0.03908291
0.05922565,-0.5873418
-0.7851964,0.4071474
1.548645,-0.5104704
-0.009394046,0.8507596
0.08954458,0.6656822
1.837629,0.4764719
0.4813341,0.1608431
0.05597879,-0.02176826
0.681871,-0.4356729
-0.4273481,0.41265
-0.5969202,0.2305375
-0.4873237,0.4334609
0.6600898,-1.727609
-1.218562,-1.555719
-0.4277468,-1.964771
-2.148202,-0.4772286
-1.444319,1.339903
1.537721,-0.2747408
0.8638317,1.046798
-1.043402,-1.600834
-0.370237,-1.003952
-0.8930663,1.622089
0.03909821,0.8648603
0.7866732,-0.7477995
1.39648,-1.055821
-0.002107942,-0.4941989
1.011732,0.6973612
-0.2530077,0.2234902
-0.9911614,0.8521672
0.9447613,-1.078982
-0.2995551,-0.5500836
1.244201,-2.411101
0.7112505,-1.001738
-0.565274,-0.06368864
-0.7012812,1.329372
-0.1232268,0.577308
-0.474192,0.8277841
-0.3175085,-0.4805097
1.083883,0.3567006
1.090681,0.1085546
-0.2919299,-0.2900904
1.527769,-0.7542361
-0.005557012,-0.8470141
-0.05271379,-0.5404156
-2.073313,-0.0651284
-1.20558,-0.5228872
-2.160577,-0.4443172
-2.27873,-0.4692116
-0.8981322,-1.671778
